contrast,left_condition,right_condition,family,delta_h20,delta_valid_vocab,delta_semantic_step
C4,python_opaque,python_canonical,matrix_search,0.14968147064790235,0.3479703889412712,0.08585298476650316
C4,python_opaque,python_canonical,matrix_transform,0.14543864444210572,0.35217304795496773,0.014499461901234245
C4,python_opaque,python_canonical,membership_test,0.3119403128569179,0.6627032087197983,0.2331114364227988
C4,python_opaque,python_canonical,merge_sorted,0.06822751135492654,0.18123063075237283,0.06853663556627768
C4,python_opaque,python_canonical,mode_selection,0.019076911321439627,0.17804168953634736,-0.08690247893725805
C4,python_opaque,python_canonical,monotonicity,0.25716103908382715,0.4611898423823567,0.3627807453448624
C4,python_opaque,python_canonical,numeric_reverse,0.1337582195172861,0.32413215398315043,0.09428865223578925
C4,python_opaque,python_canonical,ordered_intersection,0.06074166225435382,0.25044046340221876,-0.013522403022187879
C4,python_opaque,python_canonical,palindrome_test,0.10511549594447478,0.2416740485822323,0.13817744443001403
C4,python_opaque,python_canonical,parity_count,0.26204418162515924,0.5815542119505771,0.27017879599294176
C4,python_opaque,python_canonical,partition,0.08651513767280852,0.280389919144592,-0.04366384215339336
C4,python_opaque,python_canonical,primality,0.1916157147238274,0.33807031080328626,0.22709872009292142
C4,python_opaque,python_canonical,reverse_sequence,0.23955277788827337,0.489814250880452,0.31509211656558156
C4,python_opaque,python_canonical,rotation,0.1858972572331294,0.4025969202144878,0.18405869363626137
C4,python_opaque,python_canonical,scan_extremum,0.15662113727646806,0.3907078668284763,0.12697681819175538
C4,python_opaque,python_canonical,selection_sort,0.09037366671594707,0.24559908761990562,0.11021352637422646
C4,python_opaque,python_canonical,set_relation,0.1851545352821493,0.4687964477074722,0.08407442529156817
C4,python_opaque,python_canonical,sign_filter,0.22076777796359565,0.49833094517973614,0.2758935469687202
C4,python_opaque,python_canonical,sign_sum,0.21459606165858036,0.515646779736863,0.23996749870116388
C4,python_opaque,python_canonical,sliding_window,0.05759874192482453,0.1906137469287783,-0.028867956403385464
C4,python_opaque,python_canonical,string_filter,0.20314162833892185,0.4555954529052849,0.20312907504204403
C4,python_opaque,python_canonical,threshold_count,0.21130096330623552,0.5430871636861045,0.21374261061897332
C4,python_opaque,python_canonical,word_count,0.3766519288023688,0.8504201849370927,0.2726773544948575
